,title,pages-count,date-published,bestsellers-rank,rating,rating-count,author,back-type,price-ILS,width,height,thickness,weight,Contemporary Fiction,Children's Fiction,Children's General Story Books,Adventure Books for Kids,Fantasy Books,Fantasy,Classic Books & Novels,Fantasy Books for Kids,Animal Stories,Sci Fi Books for Kids,Personal Development,Funny Books for Kids,Popular Psychology,Family,"Mind, Body, Spirit: Thought & Practice",Science Fiction,Activity Books,Picture Books,"Assertiveness, Motivation & Self-esteem",Classic Books for Children,Crime,Crime Fiction,Historical Fiction,Graphic Novels: Manga,Romance Books,Romance,Storybooks,Advice On Careers & Achieving Success,Memoirs,Thriller Books,Thrillers,Early Learning,Romance Books for Teenagers,Adventure Books,Biography: General,Funny Books & Stories,Psychology,Family & Relationships,Adult & Contemporary Romance,"Mind, Body & Spirit",Characters,Advice On Parenting,Health Books,Business & Management,"Graphic Novels, Anime & Manga",General Cookery,Baby Books,Popular Medicine & Health,Management: Leadership & Motivation,Family Issues,Traditional,"Mind, Body, Spirit: Meditation & Visualisation"
8339,Ulysses,1056.0,2011-09-01,102020,3.73,118864.0,James Joyce,Paperback,61.35,129.0,196.0,47.0,709.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8340,The Wife Drought,304.0,2015-12-01,10259,4.17,3068.0,Annabel Crabb,Paperback,62.92,129.0,197.0,21.0,218.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8341,Feel Better In 5 : Your Daily Plan to Feel Great for Life,272.0,2019-12-26,15653,4.22,1446.0,Dr Rangan Chatterjee,Paperback,88.62,188.0,230.0,20.0,798.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
8342,Malice,320.0,2015-02-05,57290,4.0,15501.0,Keigo Higashino,Paperback,44.6,131.0,197.0,26.0,256.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8343,The Diving Bell and the Butterfly : A Memoir of Life in Death,144.0,1998-07-01,110427,3.95,69385.0,Jean-Dominique Bauby,Paperback,58.85,130.0,202.0,10.0,142.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8345,Lord of Shadows,720.0,2018-05-03,12876,4.43,120864.0,Cassandra Clare,Paperback,49.91,130.0,198.0,43.0,493.0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8346,"JoJo's Bizarre Adventure: Part 3--Stardust Crusaders, Vol. 3",272.0,2017-05-18,57633,4.33,503.0,Hirohiko Araki,Hardback,126.43,146.0,210.0,25.0,513.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8348,Going Postal : (Discworld Novel 33),480.0,2005-10-01,15847,4.36,114573.0,Terry Pratchett,Paperback,50.81,110.0,178.0,29.0,253.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8349,The Secret Library : A Book-Lovers' Journey Through Curiosities of History,256.0,2017-01-01,9796,3.75,546.0,Oliver Tearle,Hardback,84.88,27.0,198.0,27.0,340.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8350,"Candide, or Optimism",208.0,2009-02-24,62273,3.77,240436.0,Francois Voltaire,Paperback,39.86,129.0,198.0,12.0,157.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8351,Stairways to Heaven : By the bestselling author of A Message of Hope from the Angels,336.0,2011-08-04,43535,4.24,796.0,Lorna Byrne,Paperback,46.71,128.0,198.0,26.0,240.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8353,The Phoenix of Destiny (Geronimo Stilton an Epic Kingdom of Fantasy Adventure Special Edition #1),592.0,2015-08-25,9758,4.52,2637.0,Geronimo Stilton,Hardback,97.58,134.0,193.0,35.0,952.0,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8354,The Book Thief (Anniversary Edition),592.0,2016-03-08,46690,4.38,2085534.0,Markus Zusak,Hardback,88.83,160.0,236.0,46.0,797.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8355,Bread,224.0,2009-02-16,76720,4.32,759.0,Daniel Stevens,Hardback,80.42,129.0,198.0,25.0,437.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8357,The Brain that Changes Itself: stories of personal triumph from the frontiers of brain science,448.0,2010-03-01,17975,4.17,34844.0,Norman Doidge,Paperback,126.69,136.0,210.0,29.0,376.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8358,Built To Sell,176.0,2013-02-28,11075,4.14,5876.0,John Warrillow,Paperback,51.05,137.0,203.0,10.0,149.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8359,The Kite Runner,416.0,2013-03-01,6130,4.32,2678869.0,Khaled Hosseini,Paperback,48.14,105.0,171.0,22.0,204.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8360,If You Knew Her : The perfect life or the perfect lie?,384.0,2017-08-24,9829,3.83,7026.0,Emily Elgar,Paperback,45.42,130.0,210.0,28.0,300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8361,"The Night Trilogy : ""Night"", ""Dawn"", ""Day""",352.0,2008-04-15,14429,4.3,4203.0,Elie Wiesel,Paperback,72.48,137.0,205.0,25.0,294.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8362,Writers & Lovers,336.0,2021-02-04,6005,4.06,84068.0,Lily King,Paperback,53.61,129.0,196.0,31.0,294.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8364,Blue Is The Warmest Color,162.0,2013-09-12,38162,3.92,28726.0,Julie Maroh,Paperback,77.16,178.0,254.0,10.0,403.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8365,The Silmarillion,480.0,1990-11-01,10142,3.95,242880.0,J.R.R. Tolkien,Paperback,43.04,104.0,174.0,26.0,227.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8366,Last Breath,192.0,2017-08-08,64076,3.83,14955.0,Karin Slaughter,Paperback,31.56,107.0,168.0,13.0,91.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8368,Smokin' Seventeen : A Stephanie Plum Novel,336.0,2011-11-22,10250,3.96,78509.0,Janet Evanovich,Paperback,44.85,105.0,173.0,22.0,176.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8369,The Moon is a Harsh Mistress,416.0,2015-06-23,4448,4.14,125744.0,Robert A. Heinlein,Paperback,56.2,136.0,199.0,27.0,300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8370,This House Of Grief,310.0,2016-01-04,9216,4.05,5890.0,Helen Garner,Paperback,48.69,128.0,198.0,22.0,256.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8372,The Plot,336.0,2021-08-05,744,3.9,46653.0,Jean Hanff Korelitz,Paperback,49.97,129.0,198.0,20.0,279.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8373,Japan,872.0,2009-11-01,9854,4.07,1915.0,Chris Rowthorn,Paperback,124.44,128.0,197.0,35.0,707.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8374,The Boy at the Top of the Mountain,224.0,2016-12-03,56212,4.04,16020.0,John Boyne,Paperback,46.16,129.0,198.0,14.0,159.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8375,Heat Wave : Premium Edition,358.0,2011-09-22,9962,3.57,63819.0,Richard Castle,Paperback,63.18,108.0,190.0,25.0,236.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8380,Five Children and It,272.0,2016-02-29,9848,3.85,25643.0,Edith Nesbit,Paperback,44.2,129.0,178.0,19.0,228.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
8381,The Answer,704.0,2020-08-14,9571,4.54,115.0,David Icke,Paperback,100.28,156.0,235.0,51.0,816.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8382,The Memory Keeper's Daughter,432.0,2008-02-01,98594,3.68,581595.0,Kim Edwards,Paperback,51.89,129.0,198.0,26.0,298.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8383,The World of Yesterday : Memoirs of a European,480.0,2011-04-01,5339,4.49,14994.0,Stefan Zweig,Paperback,68.27,129.0,198.0,37.0,389.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8384,Romeo and Juliet,160.0,2000-11-05,13291,3.75,2245194.0,William Shakespeare,Paperback,28.01,129.0,198.0,8.0,106.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8386,The Wife Between Us : A Richard and Judy Book Club Pick,384.0,2018-07-26,9859,3.85,274749.0,Greer Hendricks,Paperback,50.99,130.0,197.0,23.0,250.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8387,A Little Hatred : The First in the Epic Sunday Times Bestselling Series,512.0,2020-05-14,7299,4.45,23771.0,Joe Abercrombie,Paperback,48.33,130.0,196.0,36.0,360.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8389,"I'm Ok, You're Ok : A practical guide to Transactional Analysis",288.0,2012-01-05,10002,3.73,18446.0,Thomas A. Harris,Paperback,53.17,129.0,198.0,18.0,202.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8390,The Little Book Of Wisdom,160.0,2000-07-06,9959,4.24,2712.0,Dalai Lama,Paperback,32.54,79.0,102.0,9.0,68.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8391,A Little History of Philosophy,272.0,2012-11-01,62062,4.12,10001.0,Nigel Warburton,Paperback,64.7,18.0,21.0,2.0,397.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8392,A Cool Head : From the Iconic #1 Bestselling Writer of Channel 4's MURDER ISLAND,128.0,2009-12-01,25123,3.5,1058.0,Ian Rankin,Paperback,23.09,160.0,197.0,10.0,117.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8393,"The Promised Neverland, Vol. 18",200.0,2021-03-04,1430,4.35,3265.0,Kaiu Shirai,Paperback,68.9,127.0,191.0,18.0,185.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8394,A Study in Scarlet & The Sign of the Four,224.0,2001-12-05,36214,4.18,7043.0,Sir Arthur Conan Doyle,Paperback,28.72,129.0,198.0,12.0,144.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8395,Emotional Design : Why We Love (or Hate) Everyday Things,272.0,2005-05-11,59015,3.95,4629.0,Don Norman,Paperback,61.61,205.0,136.0,19.0,225.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8398,Winter of the World : Book Two of the Century Trilogy,928.0,2015-08-12,56838,4.34,140775.0,Ken Follett,Paperback,55.35,105.0,171.0,35.0,352.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8399,The Worst Thing About My Sister,288.0,2012-12-06,10236,3.94,3179.0,Jacqueline Wilson,Paperback,47.15,129.0,198.0,18.0,212.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8400,Listening to the Animals: Becoming The Supervet,384.0,2019-03-07,9064,4.32,2728.0,Professor Noel Fitzpatrick,Paperback,45.42,128.0,196.0,26.0,300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8402,"The Elephant Whisperer : Learning About Life, Loyalty and Freedom From a Remarkable Herd of Elephants",400.0,2017-07-13,40266,4.49,20728.0,Lawrence Anthony,Paperback,55.0,130.0,196.0,29.0,300.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8403,Cyanide and Happiness : Ice Cream and Sadness,176.0,2011-08-29,64020,4.2,2712.0,Rob D.,Hardback,55.06,226.0,157.0,18.0,540.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8404,Iron Widow : Instant New York Times No.1 Bestseller,400.0,2021-10-07,1176,4.33,11768.0,XIRAN JAY ZHAO,Hardback,70.2,135.0,216.0,34.0,512.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8405,Sword Art Online Progressive 1 (light novel),368.0,2015-04-07,8131,4.33,2032.0,Reki Kawahara,Paperback,62.62,140.0,208.0,23.0,363.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8406,Lover Eternal : A Novel of the Black Dagger Brotherhood,464.0,2011-07-14,9764,4.32,183423.0,J.R. Ward,Paperback,46.62,106.0,171.0,32.0,210.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8408,Plague,560.0,2015-05-07,77555,4.18,51585.0,Michael Grant,Paperback,49.25,129.0,198.0,36.0,380.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8409,How to Train Your Dragon: How to Speak Dragonese,256.0,2014-12-19,10201,4.14,12946.0,Cressida Cowell,Paperback,45.8,132.0,191.0,18.0,204.0,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8411,Go Ask Alice: A Real Diary,224.0,2008-06-27,7140,3.75,253627.0,Anonymous,Paperback,45.77,129.0,178.0,17.0,164.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8412,"Urban Tantra, Second Edition : Sacred Sex for the Twenty-First Century",320.0,2018-02-15,7934,4.0,1121.0,Barbara Carrellas,Paperback,68.02,187.0,228.0,21.0,459.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8413,"One-Punch Man, Vol. 16",208.0,2019-05-16,23313,4.36,2017.0,One,Paperback,40.14,127.0,191.0,15.0,204.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8414,Bank Robber : Book 17,144.0,2008-06-12,6897,4.06,1271.0,Francesca Simon,Paperback,34.7,133.0,198.0,9.0,113.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8415,On The Beach,320.0,2011-06-28,15985,3.95,38803.0,Nevil Shute,Paperback,53.56,129.0,198.0,19.0,223.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8419,Wiccapedia : A Modern-Day White Witch's Guide,312.0,2016-06-23,44270,3.76,1390.0,Shawn Robbins,Hardback,72.1,139.0,165.0,32.0,617.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8420,Letters to Camondo,192.0,2021-04-22,30201,4.2,736.0,Edmund de Waal,Hardback,74.51,144.0,207.0,23.0,459.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8421,The Boy Who Steals Houses,368.0,2020-11-24,44600,4.32,3250.0,C.G. Drews,Paperback,42.94,129.0,197.0,26.0,296.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8422,The Reality Slap 2nd Edition : How to survive and thrive when life hits hard,272.0,2021-03-25,6942,4.5,10.0,Russ Harris,Paperback,48.6,124.0,196.0,22.0,212.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8423,The Woman in Cabin 10,368.0,2017-02-01,10111,3.72,455082.0,Ruth Ware,Paperback,48.93,110.0,178.0,21.0,188.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8424,Momma And The Meaning Of Life : Tales of Psycho-therapy,256.0,2006-08-25,9355,4.05,7061.0,Irvin Yalom,Paperback,48.09,130.0,196.0,24.0,185.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8425,Seveneves,880.0,2016-06-02,67462,3.98,106403.0,Neal Stephenson,Paperback,58.52,129.0,198.0,48.0,580.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8426,In Search Of Lost Time Vol 1 : Swann's Way,544.0,1996-12-16,16415,4.11,53752.0,Marcel Proust,Paperback,55.08,129.0,198.0,34.0,373.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8427,Remarkable Creatures,352.0,2011-12-05,96325,3.86,47360.0,Tracy Chevalier,Paperback,46.59,129.0,198.0,22.0,240.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8428,Your Self-Confident Baby : How to Encourage Your Child's Natural Abilities - from the Very Start,256.0,2012-02-23,48194,4.1,907.0,Magda Gerber,Paperback,79.82,152.0,225.0,17.0,310.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8429,"Heroes of Olympus, The, Book Three the Mark of Athena (Heroes of Olympus, The, Book Three)",608.0,2012-11-30,69286,4.44,502470.0,Rick Riordan,Hardback,92.39,150.0,213.0,48.0,794.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8431,Japanese For Busy People 1: Romanized Version,296.0,2012-04-10,13319,4.13,95.0,AJALT,Paperback,91.97,191.0,267.0,22.0,619.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8432,On War,400.0,2000-06-01,27368,3.96,12603.0,Carl Von Clausewitz,Paperback,35.33,129.0,198.0,20.0,250.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8433,"The Cut Out Girl : A Story of War and Family, Lost and Found: The Costa Book of the Year 2018",288.0,2019-01-10,92282,4.08,4502.0,Bart van Es,Paperback,53.75,129.0,198.0,18.0,233.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8434,Saturday,304.0,2006-01-05,62761,3.62,71228.0,Ian McEwan,Paperback,51.23,129.0,198.0,23.0,263.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
